origin_dist,gene_length,replichore
1812474,224,1
1812746,275,1
1812895,413,0
1813353,317,0
1813728,1190,0
1815003,2267,1
1815013,278,0
1815288,329,0
1815708,659,0
1817088,1118,0
1818203,1793,0
1818338,2930,1
1819773,1034,1
1820015,707,0
1820719,587,0
1821303,398,0
1821545,1772,1
1821698,857,0
1822573,854,1
1822689,1544,0
1823705,1073,1
1824245,1136,0
1824452,743,1
1825061,509,1
1825264,203,1
1825394,92,0
1825561,293,1
1825566,1298,0
1826045,497,1
1826485,425,1
1826898,425,1
1826979,2180,0
1827043,173,1
1827473,467,1
1827918,452,1
1828620,635,1
1828964,347,1
1829179,446,0
1829613,1139,0
1829877,908,1
1830400,530,1
1830798,2096,0
1832456,2045,1
1832894,746,0
1832987,527,1
1833637,644,0
1834102,899,1
1834388,305,0
1835135,212,0
1835612,1190,1
1835633,212,0
1835811,233,0
1836143,518,1
1836149,1328,0
1836475,275,1
1836627,119,1
1837482,206,0
1837678,173,0
1837900,1073,0
1839045,2744,0
1839067,2447,1
1839561,479,1
1840724,1163,1
1841024,218,1
1841872,1028,0
1842658,1361,1
1842873,692,0
1843057,296,1
1843310,251,1
1843695,1172,0
1843896,332,1
1844809,722,1
1844867,2546,0
1846209,1403,1
1847410,599,0
1847621,1415,1
1848102,305,0
1848407,920,0
1849588,1259,0
1850699,3077,1
1851136,1241,0
1852415,227,0
1852663,596,0
1853463,236,0
1853632,173,0
1853822,3122,1
1853888,1328,0
1855069,1247,1
1855237,494,0
1855742,590,0
1856064,59,1
1856342,800,0
1856944,659,1
1857150,386,0
1857548,692,0
1857702,761,1
1858240,1148,0
1859619,638,0
1859639,1940,1
1860297,3962,0
1860322,671,1
1861944,1565,1
1862213,191,1
1863076,473,1
1863639,551,1
1864314,209,0
1864411,191,0
1864682,1508,0
1864881,732,1
1865820,314,1
1866258,284,1
1866265,209,0
1866560,137,0
1866733,830,0
1867621,1127,0
1868512,1820,1
1868754,1271,0
1869500,413,1
1869944,401,1
1870199,90,0
1870462,464,1
1870509,923,0
1871167,560,1
1871482,413,0
1871897,1325,0
1871903,545,1
1873215,2018,0
1873443,1540,1
1874716,1325,1
1875206,545,1
1875242,2423,0
1875938,325,1
1876327,230,1
1878129,1787,1
1878252,1358,0
1879651,1162,0
1879828,314,1
1880371,479,1
1880732,305,1
1881084,323,0
1881137,371,1
1881404,986,0
1883176,1817,1
1883266,938,0
1884000,563,1
1884259,737,0
1884626,623,1
1885015,404,1
1885020,554,0
1885676,491,0
1886231,833,0
1887091,416,0
1887532,389,0
1887926,650,0
1887936,2246,1
1888724,542,1
1888792,179,0
1888988,239,0
1889019,242,1
1889330,455,0
1889503,448,1
1889826,455,0
1889974,429,1
1890339,332,0
1890562,591,1
1890876,317,1
1890902,200,0
1891197,533,0
1891198,212,1
1891732,1421,0
1891910,671,1
1892901,857,1
1893161,1157,0
1894363,143,0
1894510,158,0
1894712,1535,0
1896240,2543,0
1896257,3317,1
1897216,641,1
1897889,581,1
1898956,227,0
1899184,374,0
1899641,1226,0
1899764,1853,1
1901039,920,0
1901621,1583,1
1902184,1052,0
1903278,575,0
1903419,1139,1
1903857,566,0
1903868,443,1
1904684,140,0
1904845,1118,0
1906033,2162,1
1906078,254,0
1906622,245,0
1906941,1046,0
1906965,839,1
1907456,488,1
1908093,560,0
1908670,1217,1
1908787,647,0
1909498,1208,0
1909862,1217,1
1910619,746,1
1910942,584,0
1911183,548,1
1911537,647,0
1912186,923,0
1912330,1121,1
1913219,1535,0
1913298,965,1
1913780,479,1
1914794,416,0
1915000,1223,1
1915215,293,0
1915584,659,0
1916399,416,0
1916439,1436,1
1916819,404,0
1917235,695,0
1917955,1208,0
1918002,1370,1
1919183,755,0
1919450,1394,1
1920110,782,0
1920930,1478,1
1920945,698,0
1921655,1097,0
1922485,1280,1
1922752,941,0
1923702,1220,1
1923759,1643,0
1925107,1394,1
1925414,953,0
1926260,995,1
1926564,3185,0
1927396,893,1
1927735,302,1
1928322,602,1
1929107,782,1
1929884,320,0
1930322,959,0
1930696,1070,1
1931393,584,0
1931931,1175,1
1932176,521,0
1932749,173,0
1933003,1070,0
1933009,1097,1
1934135,1151,1
1934141,953,0
1934967,824,1
1935110,929,0
1936052,734,0
1936485,1406,1
1936997,236,0
1937321,1241,0
1937900,1166,1
1938682,809,0
1938970,1004,1
1939232,92,1
1939494,1022,0
1940356,980,1
1940506,641,0
1941063,611,1
1941144,1004,0
1941833,776,1
1942159,797,0
1942552,737,1
1943142,590,1
1943251,1433,0
1944209,1067,1
1944744,2189,0
1945279,1070,1
1946580,1304,1
1947267,359,0
1947485,899,1
1947615,125,1
1947629,377,0
1947681,50,1
1948020,641,0
1948642,824,0
1948932,824,1
1949477,1025,0
1949907,929,1
1950525,542,0
1951475,1304,0
1951532,1358,1
1952751,221,0
1952769,1058,1
1953006,539,0
1953010,227,1
1953607,632,0
1954480,257,0
1954480,1427,1
1954820,962,0
1955835,1166,1
1955926,3446,0
1956427,473,1
1957684,1058,1
1958185,329,1
1958561,275,1
1958920,359,1
1959500,1073,0
1959599,545,1
1960339,743,1
1960835,1199,0
1961430,1079,1
1962027,701,0
1962427,932,1
1962728,1244,0
1963802,917,1
1964001,911,0
1964854,950,1
1964928,821,0
1965888,788,0
1966615,1487,1
1966673,461,0
1967192,1046,0
1967959,716,1
1968235,794,0
1969026,857,0
1969756,1454,1
1969867,1136,0
1970982,251,0
1971174,1316,1
1971253,1229,0
1972541,1052,1
1972628,1121,0
1973825,1460,0
1975285,671,0
1976124,1370,0
1977498,641,0
1978175,1106,0
1979335,461,0
1979806,653,0
1979906,7103,1
1980631,1250,0
1981166,797,1
1981895,242,1
1981984,323,0
1982448,530,1
1983003,404,0
1983441,650,1
1983628,731,0
1984333,635,1
1984564,1211,0
1985338,1004,1
1985860,413,1
1986089,236,0
1986368,272,0
1986664,671,1
1986669,266,0
1987048,248,0
1987628,1523,0
1988022,1358,1
1988981,851,1
1989283,218,0
1989492,350,1
1989506,143,0
1989901,209,0
1990227,2321,0
1990817,1244,1
1991720,365,1
1992455,695,1
1992605,329,0
1992944,344,0
1993290,173,0
1993564,185,0
1993765,443,0
1993940,1418,1
1994224,214,0
1994391,470,1
1994580,266,0
1994850,812,0
1995300,920,1
1995686,695,0
1996390,917,1
1996521,227,0
1996651,182,1
1996901,368,0
1996968,188,1
1997389,401,0
1998032,293,0
1998397,659,0
1998583,1694,1
1999133,461,0
1999395,815,1
1999801,910,0
1999920,227,1
2000096,188,1
2000271,242,1
2000938,623,1
2001084,419,0
2001503,1268,0
2002013,785,1
2002291,269,1
2002817,530,0
2003038,737,1
2003403,365,1
2003493,1541,0
2003819,413,1
2004820,1004,1
2005256,719,0
2005289,464,1
2006027,1532,0
2006521,1127,1
2006961,443,1
2007889,1298,0
2008353,1373,1
2009039,686,1
2009197,1070,0
2010027,995,1
2010653,1736,0
2011678,1658,1
2012207,314,1
2012379,252,1
2012484,914,0
2013268,668,1
2013371,188,0
2013498,611,0
2013608,233,1
2014111,734,0
2014810,1205,1
2014997,188,1
2015046,254,0
2015410,413,1
2015478,440,0
2015997,1697,0
2016931,1487,1
2017374,365,1
2017639,215,0
2017784,410,1
2018014,1418,0
2019211,1412,1
2019443,632,0
2020086,1070,0
2020944,1478,1
2021384,1919,0
2021828,719,1
2022425,551,1
2023313,800,1
2023403,2867,0
2024404,986,1
2025087,668,1
2025836,752,1
2026376,182,0
2026615,179,0
2026788,722,1
2027039,1091,0
2027079,224,1
2028194,656,1
2028247,584,0
2029109,278,0
2029442,1679,0
2030023,1832,1
2030628,548,1
2031246,947,0
2031942,665,1
2032344,851,0
2033195,623,0
2033215,1211,1
2033645,239,1
2034032,1256,0
2034180,497,1
2034674,323,1
2035022,86,1
2035330,1082,0
2035388,251,1
2035970,503,1
2036412,833,0
2036681,215,1
2037242,392,0
2037638,809,0
2037756,989,1
2038483,854,0
2039340,1514,1
2039486,107,0
2039634,185,0
2040021,167,0
2040341,986,1
2040557,107,0
2040693,197,0
2041069,1100,0
2041308,800,1
2042439,230,0
2042707,1424,1
2042827,695,0
2043142,428,1
2043566,353,0
2044104,1394,0
2044272,350,1
2044853,578,1
2045499,650,0
2045867,887,1
2046142,1796,0
2046790,926,1
2047964,218,0
2048277,1391,0
2048759,1964,1
2049283,503,1
2050061,3743,0
2051089,1661,1
2052736,1601,1
2053615,860,1
2053801,1538,0
2054667,1049,1
2055071,389,1
2055336,710,0
2055726,644,1
2056046,677,0
2057076,1148,1
2057448,842,0
2058340,458,0
2058911,905,0
2059147,2078,1
2059539,392,1
2059908,1013,0
2060147,488,1
2061123,908,0
2062057,1733,1
2062175,413,0
2062270,179,1
2062839,566,1
2063193,617,0
2063599,746,1
2064096,1328,0
2065087,1100,1
2065550,2675,0
2067541,2429,1
2067819,287,1
2068702,647,0
2068791,980,1
2069030,224,1
2069507,296,0
2069956,971,1
2070087,1631,0
2070696,743,1
2071132,395,1
2071532,347,1
2071804,920,0
2072594,569,1
2072739,908,0
2073659,1013,0
2073795,662,1
2074669,1004,0
2075100,941,1
2075396,290,1
2075578,185,1
2075726,329,0
2076012,296,1
2076090,1460,0
2076437,425,1
2076922,323,1
2077582,284,0
2077921,1253,0
2078129,710,1
2078363,209,1
2079473,296,0
2079993,719,0
2080508,2048,1
2080752,398,0
2081255,539,0
2081439,773,1
2081824,743,0
2082595,89,0
2082924,638,0
2082977,1523,1
2083522,494,1
2083622,506,0
2084085,566,1
2084174,500,0
2084760,179,0
2085320,806,0
2086126,1193,0
2086167,1772,1
2086737,452,1
2087331,1361,0
2087506,740,1
2088062,521,1
2088666,602,1
2088693,1595,0
2088802,65,1
2089552,611,1
2090288,1562,0
2090571,1010,1
2091503,785,1
2091942,44,0
2092124,881,0
2092255,755,1
2093002,620,0
2093266,932,1
2093723,872,0
2094604,1322,1
2094635,590,0
2095222,758,0
2095695,971,1
2096200,1049,0
2097269,1442,1
2097285,251,0
2097581,212,0
2097916,2597,0
2098266,869,1
2100079,1475,1
2100522,140,0
2100723,974,0
2101992,164,0
2102125,1811,1
2102159,167,0
2102463,182,0
2102699,2675,0
2102803,641,1
2104037,1178,1
2104461,290,1
2104884,356,1
2105438,590,0
2105870,659,1
2106077,182,1
2106198,764,0
2107111,308,0
2107426,1169,0
2108139,2060,1
2108788,737,0
2108798,662,1
2109478,656,1
2109525,326,0
2109810,230,1
2109977,218,0
2110323,374,1
2110464,749,0
2111199,872,1
2111303,173,0
2111553,341,1
2111623,1985,0
2112605,656,1
2112881,275,1
2113138,236,1
2113662,104,0
2113844,1934,0
2114695,1439,1
2115846,1127,0
2117117,788,0
2117408,2633,1
2118275,353,0
2118660,1283,1
2118696,806,0
2119287,497,1
2119504,992,0
2120082,698,1
2120496,890,0
2121373,965,0
2122150,2048,1
2122335,1643,0
2123223,881,1
2124021,200,0
2124291,245,0
2124642,1373,1
2124670,1385,0
2125610,791,1
2125992,239,1
2126294,143,1
2126358,1418,0
2126656,287,1
2127364,206,1
2127469,143,1
2127691,209,1
2127988,764,0
2128666,809,1
2128779,557,0
2129229,566,1
2129443,182,0
2129471,245,1
2129611,1487,0
2130116,458,1
2131022,851,1
2131100,1280,0
2131835,800,1
2132418,1265,0
2132869,971,1
2133034,194,1
2133344,209,1
2133803,977,0
2134888,1556,1
2134947,668,0
2135669,224,0
2135893,359,0
2136261,221,0
2136490,1598,1
2136557,314,0
2137084,1679,0
2137985,1364,1
2138747,578,1
2138777,1292,0
2140090,881,0
2140112,1361,1
2140365,179,1
2140844,359,1
2140958,842,0
2141551,344,1
2141831,1052,0
2142901,788,0
2143593,1910,1
2143699,1055,0
2144346,695,1
2144751,2267,0
2144967,581,1
2146857,1685,1
2147015,659,0
2147688,1082,0
2148054,1127,1
2148815,905,0
2149073,965,1
2149831,998,0
2150253,1124,1
2150984,1397,0
2151895,1610,1
2152378,1061,0
2153231,1085,1
2153587,1541,0
2154257,923,1
2155022,638,1
2155172,506,0
2155554,359,1
2155745,194,1
2155797,965,0
2156006,230,1
2156192,185,1
2156737,728,0
2157408,1148,1
2157775,650,0
2157883,248,1
2158016,74,1
2158117,98,1
2158431,932,0
2159175,1025,1
2159363,920,0
2159612,254,1
2159981,347,1
2160421,899,0
2161217,1181,1
2161657,1613,0
2162135,821,1
2162538,446,1
2162812,152,1
2163316,503,1
2163321,1031,0
2164596,257,0
2164849,1490,1
2164903,950,0
2166005,752,0
2166505,1475,1
2166952,515,0
2167478,1526,0
2167935,1283,1
2168934,194,0
2169041,1445,0
2169982,1934,1
2170486,1310,0
2171164,746,1
2171972,908,0
2172108,854,1
2173043,884,1
2173210,563,0
2173794,1232,0
2174122,995,1
2174877,413,1
2175191,272,1
2175281,983,0
2175993,641,1
2176539,173,0
2176742,1373,0
2177020,1016,1
2178244,935,0
2179043,1856,1
2179150,164,1
2179231,1235,0
2179755,551,1
2179930,149,1
2180468,215,0
2180762,209,0
2180915,1043,1
2180964,194,0
2181215,809,0
2182017,2591,0
2182881,1961,1
2184049,1040,1
2184710,275,0
2185060,170,0
2185230,233,0
2185509,1343,1
2185667,191,0
2185893,488,0
2186017,272,1
2186378,155,0
2186390,407,1
2186544,134,0
2186933,419,0
2187097,620,1
2187453,281,0
2187718,425,0
2188215,1070,0
2188413,1307,1
2189133,653,1
2189326,422,0
2190083,2003,0
2190668,1535,1
2191807,1166,1
2192031,159,0
2192150,1277,0
2192365,548,1
2193072,707,1
2193558,881,0
2193763,677,1
2194436,692,0
2194478,710,1
2195140,1199,0
2195451,806,1
2195766,227,1
2196620,224,0
2197063,338,0
2197117,1220,1
2198148,1034,1
2198215,599,0
2198814,290,0
2199101,542,0
2199623,1478,1
2200065,212,0
2200688,428,0
2200963,1343,1
2201288,374,0
2201914,215,0
2201924,968,1
2202129,497,0
2202657,98,0
2202739,485,1
2202843,185,0
2203225,1457,0
2203517,575,1
2204364,887,1
2204621,281,0
2204820,788,0
2205421,827,1
2205601,932,0
2205961,338,1
2206239,260,1
2206511,209,0
2206580,320,1
2206724,1094,0
2207799,1301,0
2208023,1358,1
2208424,350,1
2209103,1406,0
2209274,842,1
2210493,1112,0
2210731,1352,1
2211502,758,1
2211710,764,0
2211832,278,1
2212573,1139,0
2212804,980,1
2213935,395,0
2214330,383,0
2214714,380,0
2215091,392,0
2215300,2261,1
2215510,962,0
2215746,263,1
2216391,356,1
2216533,449,0
2216839,377,1
2217090,200,0
2217456,3233,0
2218234,1391,1
2218957,590,1
2219788,668,1
2220471,536,1
2220682,338,0
2221020,698,0
2221372,860,1
2221724,743,0
2221768,290,1
2222365,647,0
2222798,929,1
2223073,3398,0
2223843,758,1
2224003,107,1
2226076,1897,1
2226538,599,0
2227202,3074,0
2228528,1928,1
2229074,542,1
2229368,197,1
2229777,356,1
2230276,575,0
2230949,590,0
2231210,983,1
2231856,233,0
2233048,434,0
2233612,2387,1
2233623,1133,0
2233916,299,1
2234883,179,0
2234997,980,1
2235123,3524,0
2235611,551,1
2236360,749,1
2236902,464,1
2237862,713,1
2238921,266,0
2239184,422,0
2239361,1436,1
2239556,191,1
2239717,989,0
2240734,1046,1
2240914,2639,0
2241723,833,1
2242002,167,1
2243550,185,0
2243743,326,0
2244241,905,0
2244434,2378,1
2245382,1499,0
2246137,1646,1
2246487,293,1
2246939,2273,0
2247773,1289,1
2248767,938,1
2249460,2045,0
2249551,764,1
2249764,176,1
2250778,911,1
2251790,929,0
2251972,1151,1
2252731,287,0
2253027,746,0
2253581,1595,1
2253788,497,0
2254293,1070,0
2254483,758,1
2255360,767,0
2255380,866,1
2256127,788,0
2256657,1265,1
2256917,1427,0
2258098,1214,1
2258334,422,0
2258554,356,1
2258756,1205,0
2259988,1313,0
2260095,1112,1
2260441,205,1
2261402,950,0
2262334,590,0
2263156,860,0
2263540,3056,1
2263947,410,1
2264080,2306,0
2264235,269,1
2265152,368,1
2266557,605,0
2266648,1487,1
2267162,896,0
2267404,746,1
2268074,1757,0
2268650,1271,1
2269845,1292,0
2269867,1220,1
2270296,416,1
2271188,605,0
2271449,1004,1
2271748,236,1
2271994,3902,0
2273471,1412,1
2274237,209,1
2275319,626,1
2276168,800,0
2277165,1439,0
2277442,2102,1
2278093,647,1
2278646,1001,0
2278825,668,1
2279607,785,1
2279836,530,0
2280423,812,1
2280611,173,0
2280856,149,0
2281404,1640,0
2282039,1604,1
2282470,305,1
2283082,923,0
2284222,1343,0
2284299,1256,1
2285562,197,0
2285713,1373,1
2285790,1655,0
2286569,641,1
2287366,203,0
2287585,224,0
2287757,1148,1
2287872,536,0
2288403,980,0
2289259,1211,1
2289507,992,0
2290304,932,1
2290496,593,0
2291326,1025,1
2291392,668,0
2291538,224,1
2291714,89,1
2292078,506,0
2292592,1208,0
2293049,1169,1
2293776,581,1
2293840,1214,0
2294719,815,1
2295107,536,0
2295401,347,1
2295716,1961,0
2297769,230,0
2298221,176,0
2298443,416,0
2298938,1406,0
2300068,4616,1
2300589,1145,0
2300808,647,1
2301318,407,1
2301752,1013,0
2302496,1097,1
2302766,941,0
2303132,599,1
2303474,239,1
2303697,794,0
2304419,896,1
2304513,1424,0
2305021,521,1
2306034,95,0
2306126,214,0
2306275,221,0
2306582,233,0
2306816,449,0
2307034,2012,1
2307262,518,0
2307773,188,0
2307891,857,1
2307961,1037,0
2308130,236,1
2308765,434,1
2309196,665,0
2309279,467,1
2309897,2102,0
2310662,1109,1
2311089,329,1
2311804,656,1
2311914,179,0
2312033,125,0
2312241,1061,0
2313207,1274,1
2313417,1499,0
2314129,863,1
2314778,605,1
2315183,617,0
2315876,212,0
2316386,1502,1
2316869,200,1
2316909,2108,0
2317632,635,1
2318327,695,1
2318951,620,1
2319084,4207,0
2320013,1058,1
2322140,2126,1
2322711,578,1
2323276,197,0
2323292,581,1
2323489,209,0
2323720,98,0
2323809,440,1
2324110,215,1
2324206,909,0
2324294,263,1
2324508,125,1
2325255,1162,0
2325791,1040,1
2326484,374,0
2326827,1001,1
2327076,242,0
2327399,4262,0
2328103,1172,1
2329705,1592,1
2330908,1028,1
2331673,449,0
2331787,767,1
2332383,804,0
2332606,590,1
2333207,227,0
2333438,569,0
2334180,845,0
2334806,1811,1
2335121,893,0
2336093,680,0
2336176,1373,1
2336770,695,0
2337465,1544,0
2337480,1265,1
2339006,3740,0
2339033,1508,1
2340309,1175,1
2342154,1646,1
2342828,1388,0
2343699,1403,1
2344540,1332,0
2344625,929,1
2345896,290,0
2346002,1301,1
2346445,881,0
2346725,719,1
2347189,335,1
2347558,3047,0
2347908,722,1
2349327,1382,1
2349440,134,1
2350457,944,1
2350618,884,0
2351495,653,0
2352199,284,0
2352513,1532,1
2352630,1010,0
2353774,1697,0
2353912,1388,1
2354971,1034,1
2355628,137,0
2355748,365,1
2355867,215,0
2356030,176,0
2356064,329,1
2356428,431,0
2356915,926,0
2356924,821,1
2357107,83,1
2357535,335,1
2357779,98,1
2357834,986,0
2358817,896,0
2359185,1253,1
2359710,980,0
2360185,893,1
2361540,1220,1
2362360,695,1
2363605,1292,1
2364378,614,1
2365275,854,1
2365894,617,1
2368328,2423,1
2370815,2426,1
2371319,305,1
2372137,710,1
2372700,560,1
2373076,341,1
2373537,326,1
2373762,188,1
2374957,1214,1
2375988,1019,1
2377413,1367,1
2378962,1460,1
2379201,203,1
2380065,686,1
2380900,746,1
2381130,218,1
2383083,2046,1
2383162,116,1
2383646,518,1
2384314,392,1
2385459,890,1
2385773,95,1
2387087,1187,1
2388181,899,1
2388924,698,1
2389434,311,1
2390871,1322,1
2391210,311,1
2392939,1673,1
2394403,1439,1
2394678,218,1
2395093,383,1
2395547,434,1
2396424,665,1
2397639,1190,1
2398496,707,1
2398903,458,1
2399861,881,1
2401350,1388,1
2402340,926,1
2402699,359,1
2402988,150,1
2404256,947,1
2404338,131,1
2405934,1451,1
2406191,200,1
2407055,914,1
2407817,758,1
2408164,290,1
2409063,875,1
2410112,1022,1
2411116,992,1
2412144,1028,1
2413673,1535,1
2414875,953,1
2416546,1592,1
2422497,5420,1
2422972,266,1
2424294,1322,1
2424529,224,1
2424814,202,1
2425068,86,1
2425809,563,1
2426880,719,1
2429573,2651,1
2430117,530,1
2430633,503,1
2431607,914,1
2434220,2279,1
2434665,197,1
2435501,761,1
2437585,1682,1
2438794,1157,1
2440770,1685,1
2443180,2372,1
2446020,2795,1
2446200,194,1
2447782,1400,1
2449473,1535,1
2450923,1319,1
2452677,1382,1
2455101,2399,1
2455940,581,1
2457504,1550,1
